nomeFaculdade,nomeCurso,nomeTipo,nomeTurno,nomeModalidade,nomeLocal,nomePreco
"Universidade Cruzeiro do Sul","Geografia","LICENCIATURA (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 192,88"
"Universidade Cruzeiro do Sul","Filosofia","LICENCIATURA (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 192,88"
"Universidade Cruzeiro do Sul","Secretariado","TECNÓLOGO (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 192,88"
"Universidade Cruzeiro do Sul","Gestão Comercial","TECNÓLOGO (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 192,88"
"Universidade Cruzeiro do Sul","Gestão Ambiental","TECNÓLOGO (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 192,88"
"Universidade Cruzeiro do Sul","Análise e Desenvolvimento de Sistemas","TECNÓLOGO (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 202,69"
"Universidade Cruzeiro do Sul","Letras - Português e Espanhol","LICENCIATURA (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 192,88"
"Universidade Cruzeiro do Sul","Processos Gerenciais","TECNÓLOGO (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 192,88"
"Universidade Cruzeiro do Sul","Logística","TECNÓLOGO (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 192,88"
"Universidade Cruzeiro do Sul","Gestão Financeira","TECNÓLOGO (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 195,19"
"Universidade Cruzeiro do Sul","Gestão de Recursos Humanos","TECNÓLOGO (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 195,19"
"Universidade Cruzeiro do Sul","Pedagogia","LICENCIATURA (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 202,69"
"Universidade Cruzeiro do Sul","Letras - Português e Inglês","LICENCIATURA (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 202,69"
"Universidade Cruzeiro do Sul","Ciências Contábeis","BACHARELADO (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 217,26"
"Universidade Cruzeiro do Sul","Administração","BACHARELADO (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 217,26"
"Universidade Cruzeiro do Sul","Marketing","TECNÓLOGO (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 192,88"
"Universidade Cruzeiro do Sul","Fotografia","TECNÓLOGO (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 148,71"
"Universidade Cruzeiro do Sul","Gestão Desportiva e de Lazer","TECNÓLOGO (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 148,71"
"Universidade Cruzeiro do Sul","Redes de Computadores","TECNÓLOGO (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 192,88"
"Universidade Cruzeiro do Sul","Educação Inclusiva","LICENCIATURA (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 202,69"
"Universidade Cruzeiro do Sul","Gestão de Recursos Humanos","TECNÓLOGO (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 195,19"
"Universidade Cruzeiro do Sul","Pedagogia","LICENCIATURA (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 202,69"
"Universidade Cruzeiro do Sul","Letras - Português e Inglês","LICENCIATURA (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 202,69"
"Universidade Cruzeiro do Sul","Ciências Contábeis","BACHARELADO (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 217,26"
"Universidade Cruzeiro do Sul","Administração","BACHARELADO (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 217,26"
"Universidade Cruzeiro do Sul","Marketing","TECNÓLOGO (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 192,88"
"Universidade Cruzeiro do Sul","Fotografia","TECNÓLOGO (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 148,71"
"Universidade Cruzeiro do Sul","Gestão Desportiva e de Lazer","TECNÓLOGO (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 148,71"
"Universidade Cruzeiro do Sul","Redes de Computadores","TECNÓLOGO (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 192,88"
"Universidade Cruzeiro do Sul","Educação Inclusiva","LICENCIATURA (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 202,69"
"Universidade Cruzeiro do Sul","Gestão da Produção Industrial","TECNÓLOGO (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 202,69"
"Universidade Cruzeiro do Sul","Gestão de Tecnologia da Informação","TECNÓLOGO (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 202,69"
"Universidade Cruzeiro do Sul","Design Gráfico","TECNÓLOGO (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 210,19"
"Universidade Cruzeiro do Sul","Design de Produto","TECNÓLOGO (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 210,19"
"Universidade Cruzeiro do Sul","Jogos Digitais","TECNÓLOGO (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 210,19"
"Universidade Cruzeiro do Sul","Jornalismo","BACHARELADO (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 254,81"
"Universidade Cruzeiro do Sul","Publicidade e Propaganda","BACHARELADO (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 254,81"
"Universidade Cruzeiro do Sul","Relações Públicas","BACHARELADO (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 254,81"
"Universidade Cruzeiro do Sul","Segurança do Trabalho","TECNÓLOGO (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 192,88"
"Universidade Cruzeiro do Sul","Empreendedorismo","TECNÓLOGO (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 177,16"
"Universidade Cruzeiro do Sul","Ciências Sociais","LICENCIATURA (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 192,46"
"Universidade Cruzeiro do Sul","Artes Visuais","LICENCIATURA (GRADUAÇÃO)","VIRTUAL","EAD","CENTRO - JACAREÍ","R$ 192,88"
"Centro Universitário","Estética e Cosmética","TECNÓLOGO (GRADUAÇÃO)","OUTRO","SEMIPRESENCIAL","JD SATÉLITE - SÃO JOSÉ DOS CAMPOS","R$ 298,57"
"Centro Universitário","Engenharia Civil","BACHARELADO (GRADUAÇÃO)","OUTRO","SEMIPRESENCIAL","JD SATÉLITE - SÃO JOSÉ DOS CAMPOS","R$ 503,70"
"Centro Universitário","Arquitetura e Urbanismo","BACHARELADO (GRADUAÇÃO)","OUTRO","SEMIPRESENCIAL","JD SATÉLITE - SÃO JOSÉ DOS CAMPOS","R$ 503,70"
"Centro Universitário","Biomedicina","BACHARELADO (GRADUAÇÃO)","OUTRO","SEMIPRESENCIAL","JD SATÉLITE - SÃO JOSÉ DOS CAMPOS","R$ 594,15"
"Centro Universitário","Engenharia Mecânica","BACHARELADO (GRADUAÇÃO)","OUTRO","SEMIPRESENCIAL","JD SATÉLITE - SÃO JOSÉ DOS CAMPOS","R$ 335,07"
"Centro Universitário","Engenharia de Software","BACHARELADO (GRADUAÇÃO)","OUTRO","SEMIPRESENCIAL","JD SATÉLITE - SÃO JOSÉ DOS CAMPOS","R$ 335,07"
"Centro Universitário","Engenharia de Produção","BACHARELADO (GRADUAÇÃO)","OUTRO","SEMIPRESENCIAL","JD SATÉLITE - SÃO JOSÉ DOS CAMPOS","R$ 335,07"
"Centro Universitário","Mecatrônica Industrial","TECNÓLOGO (GRADUAÇÃO)","OUTRO","SEMIPRESENCIAL","JD SATÉLITE - SÃO JOSÉ DOS CAMPOS","R$ 298,57"
"Universidade Cruzeiro do Sul","Ciências Sociais","Licenciatura (graduação)","i-clock
Virtual","i-online-school
EaD","i-school
Centro - Jacareí","R$ 192,46"
"Universidade Norte do Paraná","Letras","LICENCIATURA (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","JD SATELITE - SÃO JOSÉ DOS CAMPOS","R$ 222,31"
"Universidade Norte do Paraná","História","LICENCIATURA (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","JD SATELITE - SÃO JOSÉ DOS CAMPOS","R$ 183,85"
"Universidade Norte do Paraná","Processos Gerenciais","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","JD SATELITE - SÃO JOSÉ DOS CAMPOS","R$ 207,31"
"Universidade Norte do Paraná","Marketing Digital","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","JD SATELITE - SÃO JOSÉ DOS CAMPOS","R$ 222,31"
"Universidade Norte do Paraná","Marketing","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","JD SATELITE - SÃO JOSÉ DOS CAMPOS","R$ 199,62"
"Universidade Norte do Paraná","Logística","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","JD SATELITE - SÃO JOSÉ DOS CAMPOS","R$ 208,08"
"Universidade Norte do Paraná","Gestão Pública","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","JD SATELITE - SÃO JOSÉ DOS CAMPOS","R$ 209,23"
"Universidade Norte do Paraná","Gestão Hospitalar","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","JD SATELITE - SÃO JOSÉ DOS CAMPOS","R$ 209,23"
"Universidade Norte do Paraná","Gestão Financeira","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","JD SATELITE - SÃO JOSÉ DOS CAMPOS","R$ 211,54"
"Universidade Norte do Paraná","Matemática","LICENCIATURA (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","JD SATELITE - SÃO JOSÉ DOS CAMPOS","R$ 183,85"
"Universidade Norte do Paraná","Letras","LICENCIATURA (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","JD SATELITE - SÃO JOSÉ DOS CAMPOS","R$ 222,31"
"Universidade Norte do Paraná","História","LICENCIATURA (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","JD SATELITE - SÃO JOSÉ DOS CAMPOS","R$ 183,85"
"Universidade Norte do Paraná","Processos Gerenciais","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","JD SATELITE - SÃO JOSÉ DOS CAMPOS","R$ 207,31"
"Universidade Norte do Paraná","Marketing Digital","Tecnólogo (graduação)","i-clock
Noite","i-online-school
Semipresencial","i-school
Jd Satelite - São José dos Campos","R$ 222,31"
"Universidade Norte do Paraná","Ciências Contábeis","BACHARELADO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","JD SATELITE - SÃO JOSÉ DOS CAMPOS","R$ 226,92"
"Universidade Norte do Paraná","Artes Visuais","LICENCIATURA (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","JD SATELITE - SÃO JOSÉ DOS CAMPOS","R$ 230,00"
"Universidade Norte do Paraná","Administração","BACHARELADO (GRADUAÇÃO)","MANHÃ","SEMIPRESENCIAL","JD SATELITE - SÃO JOSÉ DOS CAMPOS","R$ 229,62"
"Universidade Norte do Paraná","Pedagogia","LICENCIATURA (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","JD SATELITE - SÃO JOSÉ DOS CAMPOS","R$ 223,46"
"Universidade Norte do Paraná","Gestão de Recursos Humanos","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","JD SATELITE - SÃO JOSÉ DOS CAMPOS","R$ 208,08"
"Universidade Norte do Paraná","Serviço Social","BACHARELADO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","JD SATELITE - SÃO JOSÉ DOS CAMPOS","R$ 223,85"
"Centro Universitário","Engenharia Civil","BACHARELADO (GRADUAÇÃO)","OUTRO","SEMIPRESENCIAL","ESPLANADA - SÃO JOSÉ DOS CAMPOS","R$ 503,70"
"Centro Universitário","Arquitetura e Urbanismo","BACHARELADO (GRADUAÇÃO)","OUTRO","SEMIPRESENCIAL","ESPLANADA - SÃO JOSÉ DOS CAMPOS","R$ 503,70"
"Centro Universitário","Mecatrônica Industrial","TECNÓLOGO (GRADUAÇÃO)","OUTRO","SEMIPRESENCIAL","ESPLANADA - SÃO JOSÉ DOS CAMPOS","R$ 298,57"
"Centro Universitário","Estética e Cosmética","TECNÓLOGO (GRADUAÇÃO)","OUTRO","SEMIPRESENCIAL","ESPLANADA - SÃO JOSÉ DOS CAMPOS","R$ 298,57"
"Centro Universitário","Biomedicina","BACHARELADO (GRADUAÇÃO)","OUTRO","SEMIPRESENCIAL","ESPLANADA - SÃO JOSÉ DOS CAMPOS","R$ 594,15"
"Centro Universitário","Engenharia Mecânica","BACHARELADO (GRADUAÇÃO)","OUTRO","SEMIPRESENCIAL","ESPLANADA - SÃO JOSÉ DOS CAMPOS","R$ 335,07"
"Centro Universitário","Engenharia de Software","BACHARELADO (GRADUAÇÃO)","OUTRO","SEMIPRESENCIAL","ESPLANADA - SÃO JOSÉ DOS CAMPOS","R$ 335,07"
"Centro Universitário","Engenharia de Produção","BACHARELADO (GRADUAÇÃO)","OUTRO","SEMIPRESENCIAL","ESPLANADA - SÃO JOSÉ DOS CAMPOS","R$ 335,07"
"Centro Universitário","Engenharia Civil","BACHARELADO (GRADUAÇÃO)","OUTRO","SEMIPRESENCIAL","CENTRO - SÃO JOSÉ DOS CAMPOS","R$ 503,70"
"Centro Universitário","Arquitetura e Urbanismo","BACHARELADO (GRADUAÇÃO)","OUTRO","SEMIPRESENCIAL","CENTRO - SÃO JOSÉ DOS CAMPOS","R$ 503,70"
"Centro Universitário","Mecatrônica Industrial","TECNÓLOGO (GRADUAÇÃO)","OUTRO","SEMIPRESENCIAL","CENTRO - SÃO JOSÉ DOS CAMPOS","R$ 298,57"
"Centro Universitário","Estética e Cosmética","TECNÓLOGO (GRADUAÇÃO)","OUTRO","SEMIPRESENCIAL","CENTRO - SÃO JOSÉ DOS CAMPOS","R$ 298,57"
"Centro Universitário","Biomedicina","BACHARELADO (GRADUAÇÃO)","OUTRO","SEMIPRESENCIAL","CENTRO - SÃO JOSÉ DOS CAMPOS","R$ 594,15"
"Centro Universitário","Engenharia Mecânica","BACHARELADO (GRADUAÇÃO)","OUTRO","SEMIPRESENCIAL","CENTRO - SÃO JOSÉ DOS CAMPOS","R$ 335,07"
"Centro Universitário","Engenharia de Software","BACHARELADO (GRADUAÇÃO)","OUTRO","SEMIPRESENCIAL","CENTRO - SÃO JOSÉ DOS CAMPOS","R$ 335,07"
"Centro Universitário","Engenharia de Produção","BACHARELADO (GRADUAÇÃO)","OUTRO","SEMIPRESENCIAL","CENTRO - SÃO JOSÉ DOS CAMPOS","R$ 335,07"
"Centro Universitário São Lucas","Administração","BACHARELADO (GRADUAÇÃO)","OUTRO","SEMIPRESENCIAL","JARDIM ESPLANADA II - SÃO JOSE DOS CAMPOS","R$ 250,80"
"Centro Universitário São Lucas","Pedagogia","LICENCIATURA (GRADUAÇÃO)","OUTRO","SEMIPRESENCIAL","JARDIM ESPLANADA II - SÃO JOSE DOS CAMPOS","R$ 228,00"
"Centro Universitário São Lucas","Ciências Contábeis","BACHARELADO (GRADUAÇÃO)","OUTRO","SEMIPRESENCIAL","JARDIM ESPLANADA II - SÃO JOSE DOS CAMPOS","R$ 349,60"
"Universidade Metodista de São Paulo","Gestão Ambiental","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","CENTRO - SÃO JOSÉ DOS CAMPOS","R$ 237,56"
"Universidade Metodista de São Paulo","Pedagogia","LICENCIATURA (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","CENTRO - SÃO JOSÉ DOS CAMPOS","R$ 264,98"
"Universidade Metodista de São Paulo","Teologia","BACHARELADO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","CENTRO - SÃO JOSÉ DOS CAMPOS","R$ 264,98"
"Faculdades Anhanguera","Gestão Financeira","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","RIO COMPRIDO - SÃO JOSÉ DOS CAMPOS","R$ 202,22"
"Faculdades Anhanguera","Gestão da Produção Industrial","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","RIO COMPRIDO - SÃO JOSÉ DOS CAMPOS","R$ 209,22"
"Faculdades Anhanguera","Marketing Digital","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","RIO COMPRIDO - SÃO JOSÉ DOS CAMPOS","R$ 224,78"
"Faculdades Anhanguera","Gestão de Segurança Pública","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","RIO COMPRIDO - SÃO JOSÉ DOS CAMPOS","R$ 192,89"
"Faculdades Anhanguera","Gestão Hospitalar","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","RIO COMPRIDO - SÃO JOSÉ DOS CAMPOS","R$ 209,22"
"Faculdades Anhanguera","Gestão de Recursos Humanos","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","RIO COMPRIDO - SÃO JOSÉ DOS CAMPOS","R$ 209,22"
"Faculdades Anhanguera","Gestão Comercial","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","RIO COMPRIDO - SÃO JOSÉ DOS CAMPOS","R$ 206,11"
"Faculdades Anhanguera","Gestão Ambiental","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","RIO COMPRIDO - SÃO JOSÉ DOS CAMPOS","R$ 201,44"
"Faculdades Anhanguera","Análise e Desenvolvimento de Sistemas","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","RIO COMPRIDO - SÃO JOSÉ DOS CAMPOS","R$ 201,44"
"Faculdades Anhanguera","Ciências Contábeis","BACHARELADO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","RIO COMPRIDO - SÃO JOSÉ DOS CAMPOS","R$ 229,44"
"Faculdades Anhanguera","Artes Visuais","LICENCIATURA (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","RIO COMPRIDO - SÃO JOSÉ DOS CAMPOS","R$ 232,56"
"Faculdades Anhanguera","Administração","BACHARELADO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","RIO COMPRIDO - SÃO JOSÉ DOS CAMPOS","R$ 232,17"
"Faculdades Anhanguera","Serviço Social","BACHARELADO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","RIO COMPRIDO - SÃO JOSÉ DOS CAMPOS","R$ 224,78"
"Faculdades Anhanguera","Pedagogia","LICENCIATURA (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","RIO COMPRIDO - SÃO JOSÉ DOS CAMPOS","R$ 225,94"
"Faculdades Anhanguera","Matemática","LICENCIATURA (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","RIO COMPRIDO - SÃO JOSÉ DOS CAMPOS","R$ 185,89"
"Faculdades Anhanguera","História","LICENCIATURA (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","RIO COMPRIDO - SÃO JOSÉ DOS CAMPOS","R$ 182,00"
"Faculdades Anhanguera","Processos Gerenciais","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","RIO COMPRIDO - SÃO JOSÉ DOS CAMPOS","R$ 209,22"
"Faculdades Anhanguera","Marketing","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","RIO COMPRIDO - SÃO JOSÉ DOS CAMPOS","R$ 201,83"
"Faculdades Anhanguera","Gestão Pública","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","RIO COMPRIDO - SÃO JOSÉ DOS CAMPOS","R$ 209,22"
"Faculdades Anhanguera","Letras - Inglês","LICENCIATURA (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","RIO COMPRIDO - SÃO JOSÉ DOS CAMPOS","R$ 182,00"
"Universidade Norte do Paraná","Serviço Social","BACHARELADO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","NOVO HORIZONTE - SÃO JOSÉ DOS CAMPOS","R$ 222,31"
"Universidade Norte do Paraná","Pedagogia","LICENCIATURA (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","NOVO HORIZONTE - SÃO JOSÉ DOS CAMPOS","R$ 223,46"
"Universidade Norte do Paraná","Matemática","LICENCIATURA (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","NOVO HORIZONTE - SÃO JOSÉ DOS CAMPOS","R$ 183,85"
"Universidade Norte do Paraná","Letras","LICENCIATURA (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","NOVO HORIZONTE - SÃO JOSÉ DOS CAMPOS","R$ 222,31"
"Universidade Norte do Paraná","História","LICENCIATURA (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","NOVO HORIZONTE - SÃO JOSÉ DOS CAMPOS","R$ 192,31"
"Universidade Norte do Paraná","Processos Gerenciais","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","NOVO HORIZONTE - SÃO JOSÉ DOS CAMPOS","R$ 206,92"
"Universidade Norte do Paraná","Marketing Digital","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","NOVO HORIZONTE - SÃO JOSÉ DOS CAMPOS","R$ 222,31"
"Universidade Norte do Paraná","Marketing Digital","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","NOVO HORIZONTE - SÃO JOSÉ DOS CAMPOS","R$ 222,31"
"Universidade Norte do Paraná","Marketing","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","NOVO HORIZONTE - SÃO JOSÉ DOS CAMPOS","R$ 199,62"
"Universidade Norte do Paraná","Logística","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","NOVO HORIZONTE - SÃO JOSÉ DOS CAMPOS","R$ 206,92"
"Universidade Norte do Paraná","Gestão Pública","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","NOVO HORIZONTE - SÃO JOSÉ DOS CAMPOS","R$ 206,92"
"Universidade Norte do Paraná","Gestão Hospitalar","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","NOVO HORIZONTE - SÃO JOSÉ DOS CAMPOS","R$ 206,92"
"Universidade Norte do Paraná","Gestão Financeira","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","NOVO HORIZONTE - SÃO JOSÉ DOS CAMPOS","R$ 206,92"
"Universidade Norte do Paraná","Gestão de Segurança Pública","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","NOVO HORIZONTE - SÃO JOSÉ DOS CAMPOS","R$ 190,77"
"Universidade Norte do Paraná","Gestão da Produção Industrial","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","NOVO HORIZONTE - SÃO JOSÉ DOS CAMPOS","R$ 206,92"
"Universidade Norte do Paraná","Gestão Ambiental","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","NOVO HORIZONTE - SÃO JOSÉ DOS CAMPOS","R$ 199,23"
"Universidade Norte do Paraná","Análise e Desenvolvimento de Sistemas","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","NOVO HORIZONTE - SÃO JOSÉ DOS CAMPOS","R$ 199,23"
"Universidade Norte do Paraná","Ciências Econômicas","BACHARELADO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","NOVO HORIZONTE - SÃO JOSÉ DOS CAMPOS","R$ 214,62"
"Universidade Norte do Paraná","Ciências Contábeis","BACHARELADO (GRADUAÇÃO)","MANHÃ","SEMIPRESENCIAL","NOVO HORIZONTE - SÃO JOSÉ DOS CAMPOS","R$ 226,92"
"Universidade Norte do Paraná","Artes Visuais","LICENCIATURA (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","NOVO HORIZONTE - SÃO JOSÉ DOS CAMPOS","R$ 230,00"
"Universidade Norte do Paraná","Administração","BACHARELADO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","NOVO HORIZONTE - SÃO JOSÉ DOS CAMPOS","R$ 229,62"
"Faculdades Anhanguera","Marketing Digital","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","PINHEIRO - JACAREÍ","R$ 217,00"
"Faculdades Anhanguera","Gestão de Segurança Pública","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","PINHEIRO - JACAREÍ","R$ 178,89"
"Faculdades Anhanguera","Gestão Hospitalar","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","PINHEIRO - JACAREÍ","R$ 211,56"
"Faculdades Anhanguera","Gestão Financeira","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","PINHEIRO - JACAREÍ","R$ 210,39"
"Faculdades Anhanguera","Gestão de Recursos Humanos","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","PINHEIRO - JACAREÍ","R$ 209,22"
"Faculdades Anhanguera","Gestão da Produção Industrial","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","PINHEIRO - JACAREÍ","R$ 213,11"
"Faculdades Anhanguera","Gestão Comercial","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","PINHEIRO - JACAREÍ","R$ 206,11"
"Faculdades Anhanguera","Análise e Desenvolvimento de Sistemas","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","PINHEIRO - JACAREÍ","R$ 212,33"
"Faculdades Anhanguera","Ciências Contábeis","BACHARELADO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","PINHEIRO - JACAREÍ","R$ 231,39"
"Faculdades Anhanguera","Artes Visuais","LICENCIATURA (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","PINHEIRO - JACAREÍ","R$ 199,89"
"Faculdades Anhanguera","Serviço Social","BACHARELADO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","PINHEIRO - JACAREÍ","R$ 232,56"
"Faculdades Anhanguera","Matemática","LICENCIATURA (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","PINHEIRO - JACAREÍ","R$ 178,11"
"Faculdades Anhanguera","História","LICENCIATURA (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","PINHEIRO - JACAREÍ","R$ 199,89"
"Faculdades Anhanguera","Processos Gerenciais","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","PINHEIRO - JACAREÍ","R$ 191,33"
"Faculdades Anhanguera","Marketing","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","PINHEIRO - JACAREÍ","R$ 210,00"
